Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"700048","1","","","2009-03-31 04:55:47","","4","8190","<p>How can I use jQuery to constantly run a PHP script and get the response every second and also to send small bits of data on mouse down to the same script? </p>

<p>Do I really have to add some random extension just to get such a simple timer to work?</p>
","","Steve","63550","","2011-02-03 18:50:21","2012-02-12 07:11:06","jQuery constantly ping for Ajax responce","<php><jquery><ajax>","5","1","3","",""
"700061","1","700155","","2009-03-31 05:03:01","","0","1506","<p>I have a byte array which I got back from a FileStream.Read and I would like to turn that into a string. I'm not 100% sure of the encoding - it's just a file i saved to disk - how do I do the conversion? Is there a .NET class that reads the byte order mark and can figure out the encoding for me?</p>
","","woddenChair","","","","2009-03-31 08:11:39","How do I convert a byte array to a string","<c#><.net>","6","0","","",""
"700072","1","","","2009-03-31 05:06:04","","8","7825","<p>I can create multiple threads for supporting multi-client feature in socket programming; that's working fine. But if 10,000 clients want to be connected, my server cannot create so many threads.</p>

<p>How can I manage the threads so that I can listen to all these clients simultaneously?</p>

<p>Also, if in this case the server wants to send something to a particular client, then how is it possible?</p>
","","Bapi","40342","saua","2009-04-01 08:17:07","2014-05-21 02:05:31","Java Socket Programming does not work for 10,000 clients","<java><sockets><c10k>","9","2","9","",""
"700073","1","700142","","2009-03-31 05:06:06","","1","663","<p>I have a python GUI app that uses a long running function from a .so/.dll it calls through ctypes.</p>

<p>I'm looking for a way to communicate with the function while it's running in a separate thread or process, so that I can request it to terminate early (which requires some work on the C side before returning a partial result). I suppose this will need some kind of signal receiving or reading from pipes, but I want to keep it as simple as possible.</p>

<p>What would you consider the best approach to solve this kind of problem? I am able to change the code on both the python and C sides.</p>
","22893","Algorias","","","","2009-03-31 05:33:50","communication with long running tasks in python","<python><multithreading><process><ctypes>","4","1","1","",""
"700075","1","","","2009-03-31 05:06:40","","0","397","<p>Given a class like this:</p>

<pre><code>public class Person {
  private String firstname;
  private String lastname;
  private PhoneNumber phone;
  private PhoneNumber fax;
  // ... constructors and methods
  private void calculate()
  {
  }
}
</code></pre>

<p>And an <a href=""http://xstream.codehaus.org/tutorial.html"" rel=""nofollow noreferrer"">Xstream</a> object like this:</p>

<pre><code>XStream xstream = new XStream(new DomDriver()); 

Person joe = new Person(""Joe"", ""Walnes"");
joe.setPhone(new PhoneNumber(123, ""1234-456""));
joe.setFax(new PhoneNumber(123, ""9999-999""));

String xml = xstream.toXML(joe);
</code></pre>

<p>The resulting XML looks like this:</p>

<pre><code>&lt;person&gt;
  &lt;firstname&gt;Joe&lt;/firstname&gt;
  &lt;lastname&gt;Walnes&lt;/lastname&gt;
  &lt;phone&gt;
    &lt;code&gt;123&lt;/code&gt;
    &lt;number&gt;1234-456&lt;/number&gt;
  &lt;/phone&gt;
  &lt;fax&gt;
    &lt;code&gt;123&lt;/code&gt;
    &lt;number&gt;9999-999&lt;/number&gt;
  &lt;/fax&gt;
&lt;/person&gt;
</code></pre>

<p>Deserializing an object back from XML looks like this:</p>

<pre><code>Person newJoe = (Person)xstream.fromXML(xml);
</code></pre>

<p>After the Person is deserialized is it possible to execute newJoe.calculate() method?  </p>

<p>Can the value of the number present in person class be changed to another one like newJoe.number = 4545;</p>
","","vishwa","65868","TofuBeer","2009-03-31 05:30:48","2009-04-01 16:05:38","Xstream object serialization","<java><xml>","2","2","","",""
"700082","1","703673","","2009-03-31 05:11:10","","2","1142","<p>I'm developing an application written in C# which hosts IronPython. What I'm planning is that the users will write python scripts, which contain classes implementing a pre-defined interface. </p>

<p>Something like:</p>

<p>Define interface in C# code:</p>

<pre><code>public interface IPlugin
{
    void DoSomething();
}
</code></pre>

<p>Implement the interface in python code.</p>

<pre><code>class Plugin(IPlugin):

      def DoSomething():
          print ""Doing stuff.""
</code></pre>

<p>In my application, I load the python script and execute methods implemented by the classes in those scripts.</p>

<p>I want to know: how do I get a handle to all the classes which implement the specified interface in the python script?</p>

<p>For example: if I were to do the whole thing in C#, I have reflection to help me and I can jut load the assembly and go something like:</p>

<pre><code>    Assembly assembly = Assembly.LoadFrom(""plugin.dll"");
    Type[] types = assembly.GetTypes();
    foreach(Type type in types)
    {
        foreach(Type interfaceType in type.GetInterface())
        {
            if(interfaceType == typeof(IPlugin))
            {
                // gotcha, invoke interface specific methods
            }
        }
     }
</code></pre>

<p>How do I do the same, when instead of an assembly, I'm dealing with an IronPython script? I know that using ObjectOperations and the ScriptScope, I can get a handle to the class, if I know its name -- <a href=""http://www.voidspace.org.uk/ironpython/hosting_api.shtml#dynamic-operations"" rel=""nofollow noreferrer"">as described here</a> -- but I'm looking for something more robust.</p>
","27928","Rohit","","","","2016-06-23 10:18:01","Querying IronPython scripts for interfaces in a hosted environment","<.net><ironpython><dynamic-language-runtime>","4","0","2","",""
"700086","1","700121","","2009-03-31 05:13:00","","73","14480","<p>When I right click in the Solution of a C# Visual Studio project and select Add... > Class... it creates a class without a public modifier. How do I get Visual Studio (2008) to default the class to a public class?</p>
","1463","Guy","","","","2017-11-10 11:22:08","How do you default a new class to public when creating it in Visual Studio?","<visual-studio>","5","1","24","",""
"700094","1","","","2009-03-31 05:15:20","","7","4655","<p>I am working in a WPF application, using C#.net
I want to know, is there any way to disable <kbd>Backspace</kbd> button on a particular xaml page.
I want to prevent user from using the <kbd>Backspace</kbd> button on this particular xaml page. Even if the user presses the <kbd>Backspace</kbd> button, no effect should take place.</p>

<p>Thanks</p>
","","Prachi","6214440","","2016-06-13 23:53:31","2016-06-13 23:53:31","Disable backspace in wpf","<wpf>","3","0","3","",""
"700097","1","","","2009-03-31 05:16:25","","38","29123","<p>I am writing an application and am surprised to see its total memory usage is already too high. I want to profile the dynamic memory usage of my application: How many objects of each kind are there in the heap, and which functions created these objects? Also, how much memory is used by each of the object?</p>

<p>Is there a simple way to do this? I am working on both linux and windows, so tools of any of the platforms would suffice.  </p>

<p>NOTE: I am not concerned with memory leaks here.</p>
","19501","Amit Kumar","","","","2016-10-24 05:26:04","Memory Allocation Profiling in C++","<c++><memory-management><profiling>","12","0","10","",""
"700113","1","700440","","2009-03-31 05:21:38","","6","1592","<p>I work on a team of Java programmers. One of my co-workers suggests from time-to-time that I do something like ""just add a type field"" (usu. ""String type""). Or code will be committed laden with ""<code>if (foo instanceof Foo){...} else if( foo instanceof Bar){...}</code>"". </p>

<p>Josh Bloch's admonition that ""tagged classes are a wan imitation of a proper class hierarchy"" notwithstanding, what is my one-line response to this sort of thing? And then how do I elaborate the concept more seriously?</p>

<p>It's clear to me that - the context being Java - the type of Object under consideration is right in front of our collective faces - IOW: The word right after the ""class"", ""enum"" or ""interface"", etc.</p>

<p>But aside from the difficult-to-demonstrate or quantify (on the spot) ""it makes your code more complicated"", how do I say that ""duck-typing in a (more or less) strongly-typed language is a stupid idea that suggests a much deeper design pathology?</p>
","84919","jasonnerothin","57428","","2009-03-31 08:04:57","2015-03-15 02:19:52","How do I argue against Duck-typing in a strongly typed language like Java?","<java><design><duck-typing>","11","2","","",""
"700143","1","","","2009-03-31 05:32:31","","0","4472","<p>I work on a task that involves moving/traversing from one application to another. The applications are in separate JVMs. </p>

<p>While traversing to the other application, I keep track of the session ID. However, as I traverse back and forth, a new session gets created.  Is there any way for me to get back the same session, using the sessionId that I retain, when I navigate back into my parent application from a child application?</p>

<p>Environment: J2EE with WebSphere.</p>
","","Subramanian","57752","Eddie","2009-03-31 05:36:44","2013-12-16 17:21:14","How do we get back a specific session using sessionId?","<java><session><java-ee><websphere>","3","0","","",""
"700148","1","700273","","2009-03-31 05:34:31","","8","3790","<p>If you have polymorphic belongs_to associations then references will add both of the columns required:</p>

<pre><code>create_table :products do |t|
  t.references :attachment, :polymorphic =&gt; {:default =&gt; 'Photo'}
end
</code></pre>

<p>will add an <code>attachment_id</code> column and a string <code>attachment_type</code> column with a default value of ‘Photo’.</p>

<p>What, exactly, does this mean?</p>
","81419","Arkid","6010","Jim Puls","2009-03-31 05:58:18","2009-03-31 06:27:07","Polymorphic association","<ruby-on-rails><ruby><migration>","3","0","5","",""
"700161","1","","","2009-03-31 05:43:36","","3","4437","<p>I have written a TCP IP socket program which works fine.
But my socket program did not work if my server or client is behind proxy.
So how to overcome from this type of issue.</p>

<p>Thanks 
Bapi</p>
","","Bapi","","Bapi","2009-03-31 06:12:34","2009-03-31 16:55:11","Java Socket Programming behind proxy","<java><sockets>","3","0","1","",""
"700163","1","751436","","2009-03-31 05:46:30","","37","6596","<p><strong>How can I detect (with regular expressions or heuristics) a web site link in a string of text such as a comment?</strong></p>

<p>The purpose is to prevent spam.  HTML is stripped so I need to detect invitations to copy-and-paste.  <em>It should not be economical for a spammer to post links because most users could not successfully get to the page</em>.  I would like suggestions, references, or discussion on best-practices.</p>

<p>Some objectives:</p>

<ul>
<li>The low-hanging fruit like well-formed URLs (<code>http://some-fqdn/some/valid/path.ext</code>)</li>
<li>URLs but without the <code>http://</code> prefix (i.e. a valid FQDN + valid HTTP path)</li>
<li>Any other funny business</li>
</ul>

<p>Of course, I am blocking spam, but the same process could be used to auto-link text.</p>

<h2>Ideas</h2>

<p>Here are some things I'm thinking.</p>

<ul>
<li>The content is native-language prose so I can be trigger-happy in detection</li>
<li>Should I strip out all whitespace first, to catch ""<code>www .example.com</code>""? Would common users know to remove the space themselves, or do any browsers ""do-what-I-mean"" and strip it for you?</li>
<li>Maybe multiple passes is a better strategy, with scans for:

<ul>
<li>Well-formed URLs</li>
<li>All non-whitespace followed by '.' followed by any valid TLD</li>
<li>Anything else?</li>
</ul></li>
</ul>

<h2>Related Questions</h2>

<p>I've read these and they are now documented here, so you can just references the regexes in those questions if you want.</p>

<ul>
<li><a href=""https://stackoverflow.com/questions/37684/replace-url-with-html-links-javascript"">replace URL with HTML Links javascript</a></li>
<li><a href=""https://stackoverflow.com/questions/161738/what-is-the-best-regular-expression-to-check-if-a-string-is-a-valid-url"">What is the best regular expression to check if a string is a valid URL</a></li>
<li><a href=""https://stackoverflow.com/questions/27745/getting-parts-of-a-url-regex"">Getting parts of a URL (Regex)</a></li>
</ul>

<h2>Update and Summary</h2>

<p>Wow, I there are some very good heuristics listed in here! For me, the best bang-for-the-buck is a synthesis of the following:</p>

<ol>
<li>@Jon Bright's technique of detecting TLDs (a good defensive chokepoint)</li>
<li>For those suspicious strings, replace the dot with a dot-looking character as per @capar</li>
<li>A good dot-looking character is @Sharkey's subscripted &amp;middot; (i.e. ""<sub>&middot;</sub>"").  &amp;middot; is also a word boundary so it's harder to casually copy &amp; paste.</li>
</ol>

<p>That should make a spammer's CPM low enough for my needs; the ""flag as inappropriate"" user feedback should catch anything else. Other solutions listed are also very useful:</p>

<ul>
<li>Strip out all dotted-quads (@Sharkey's comment to his own answer)</li>
<li>@Sporkmonger's requirement for client-side Javascript which inserts a required hidden field into the form.</li>
<li>Pinging the URL server-side to establish whether it is a web site.  (Perhaps I could run the HTML through SpamAssassin or another Bayesian filter as per @Nathan..)</li>
<li>Looking at Chrome's source for its smart address bar to see what clever tricks Google uses</li>
<li>Calling out to OWASP AntiSAMY or other web services for spam/malware detection.</li>
</ul>
","2938","jhs","-1","jhs","2017-05-23 11:55:03","2018-04-24 12:48:26","Detecting a (naughty or nice) URL or link in a text string","<language-agnostic><url><sanitization><spam-prevention>","13","0","18","",""
"700166","1","","","2009-03-31 05:49:03","","210","130968","<p>Right now I decorate a method like this to allow ""members"" to access my controller action</p>

<pre><code>[Authorize(Roles=""members"")]
</code></pre>

<p><strong>How do I allow more than one role?</strong> For example the following does not work but it shows what I am trying to do (allow ""members"" and ""admin"" access):</p>

<pre><code>[Authorize(Roles=""members"", ""admin"")] 
</code></pre>
","66478","codette","1304064","","2014-10-21 14:30:16","2018-10-18 18:39:41","Allow multiple roles to access controller action","<asp.net-mvc><controller><roles>","8","1","51","",""
"700176","1","","","2009-03-31 05:56:11","","0","2502","<pre><code>public class Person {
  private String firstname;
  private String lastname;
  private PhoneNumber phone;
  private PhoneNumber fax;
  // ... constructors and methods
  private void calculate()
  {
  }
}
</code></pre>

<p>I have serialized the Java object located on the server side and sent it to the client</p>

<pre><code>XStream xstream = new XStream(new DomDriver()); 

Person joe = new Person(""Joe"", ""Walnes"");
joe.setPhone(new PhoneNumber(123, ""1234-456""));
joe.setFax(new PhoneNumber(123, ""9999-999""));

String xml = xstream.toXML(joe);
</code></pre>

<p>How can I deserialize that XML string into the Java object using JavaScript
and execute the methods of person class in the client side using the JavaScript?</p>

<p>Please help me with syntax or any guidelines.</p>
","","vishwa","57752","Eddie","2009-03-31 05:59:25","2009-03-31 07:29:30","How can I handle Java object serialization with JavaScript?","<java><javascript><xml>","4","1","","",""
"700179","1","","","2009-03-31 05:56:59","","0","305","<p>I am trying to add a '<code>FLVPlayback</code>' component, as <a href=""http://www.adobe.com/devnet/flash/quickstart/flvplayback_component/"" rel=""nofollow noreferrer"">described on the Adobe site</a> to a very very simple flash movie.</p>

<p>I have no problem at all using this code to instantiate a FLVPlayback object dynamically.</p>

<pre><code>import fl.video.*;

var flvPlayer:FLVPlayback = new FLVPlayback();
addChild(flvPlayer);
//The next line assumes you have copied the skin file to the local directory
flvPlayer.skin = ""./SkinUnderPlaySeekMute.swf""
flvPlayer.source = ""http://www.helpexamples.com/flash/video/water.flv"";
</code></pre>
","16940","Simon","","","","2010-10-06 07:46:15","How shou FLVPlayback component","<flash><flvplayback>","1","0","","",""
"700186","1","","","2009-03-31 06:01:50","","37","21355","<p>I've come across <a href=""http://www.viemu.com/"" rel=""nofollow noreferrer"">ViEmu</a>, and I read the very motivating article: <a href=""http://www.viemu.com/a-why-vi-vim.html"" rel=""nofollow noreferrer"">Why, oh WHY, do those #?@! nutheads use vi?</a></p>

<p>Anyway, I've come to like the command mode in vim, specially the motions, and I also like the idea behind ViEmu, which is to bring ""vim mode"" into a typical text editor.</p>

<p>What other editors have a similar ""vim mode"" or a plugin that provides the functionality?</p>
","35364","hasen j","1000551","hasen j","2017-08-16 10:40:07","2017-08-16 10:40:07","Text editors with vim mode?","<vim><text-editor><viemu>","17","0","15","",""
"700187","1","700221","","2009-03-31 06:02:25","","303","261498","<p>What is the difference between the <code>Unicode</code>, <code>UTF8</code>, <code>UTF7</code>, <code>UTF16</code>, <code>UTF32</code>, <code>ASCII</code>, and <code>ANSI</code> encodings?</p>

<p>In what way are these helpful for programmers?</p>
","79631","","4390133","saua","2017-01-27 11:32:29","2017-01-27 11:32:29","Unicode, UTF, ASCII, ANSI format differences","<unicode><character-encoding><ascii><ansi><utf>","2","3","166","",""
"700188","1","700339","","2009-03-31 06:02:34","","0","357","<p>I just performed <a href=""https://stackoverflow.com/questions/700097/memory-allocation-profiling-in-c/700180#700180"">Allocation Profiling</a> about how many objects of each type are in my application. I am using boost::shared_ptr extensively. </p>

<p>I found a large number of sp_counted_impl_p objects allocated, each occupying 16 bytes. How many of sp_counted_impl_p objects can be expect per shared_ptr? Does someone have an idea?</p>
","19501","Amit Kumar","-1","","2017-05-23 11:55:43","2009-03-31 07:47:17","A Large Number of sp_counted_impl_p Objects","<c++><boost><smart-pointers>","2","0","","",""
"700189","1","","","2009-03-31 06:03:17","","0","1113","<p>I am trying to add a '<code>FLVPlayback</code>' component, as <a href=""http://www.adobe.com/devnet/flash/quickstart/flvplayback_component/"" rel=""nofollow noreferrer"">described on the Adobe site</a> to a very very simple flash movie. All it has is a text header and a simple vector graphic border.</p>

<p>I have no problem at all using this code to instantiate a FLVPlayback object dynamically - or creating an instance on the timeline. In either case the movie size increases to about 50kb because of the video player definition.</p>

<pre><code>import fl.video.*;

var flvPlayer:FLVPlayback = new FLVPlayback();
addChild(flvPlayer);
//The next line assumes you have copied the skin file to the local directory
flvPlayer.skin = ""./SkinUnderPlaySeekMute.swf""
flvPlayer.source = ""http://www.helpexamples.com/flash/video/water.flv"";
</code></pre>

<p>The problem is that I want the graphic I have on Frame 1 to load instantly when the flash movie begins to stream. When i run the bandwidth profiler the first frame is 50kb even if this actionscript isn't executed until the second frame - or if the FLVPlayback instance isnt added to frame 2.</p>

<p>i've tried turning off 'Export in first frame' for the linkage for the FLVPlayback component, but that makes no difference.</p>

<p>Workaround :</p>

<p>Create a second FLV movie which is loaded from the graphical skin.</p>

<p>Question :</p>

<p>Do I really have to do that? Is there no way to get the component definition not to load until frame 2 if it isn't referenced?</p>
","16940","Simon","","","","2009-09-14 09:01:36","Can I load the FLVPlayback component definition in Flash in frame 2 instead of frame 1?","<flash>","1","1","","",""
