Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"710048","1","","","2009-04-02 14:56:10","","1","290","<p>Not sure if the title makes any sense, but I need to read an XML document and retrieve the data created by an XSL XPath query. </p>

<p>The XML is located <a href=""http://reports.ieso.ca/public/GenOutputCapability/PUB_GenOutputCapability.xml"" rel=""nofollow noreferrer"">here</a> and the XSL <a href=""http://reports.ieso.ca/docrefs/stylesheet/GenOutputCapability_HTML_t1-1.xsl"" rel=""nofollow noreferrer"">here</a>. If that's not possible, I'm assuming that I'll have to write the XPath query manually. So my question is, since XSL already generates the total, any way to parse it out of the XML file?</p>

<p>Thank you</p>
","","lengtche","3043","Dimitre Novatchev","2011-12-01 03:35:27","2011-12-01 03:35:27","Retrieving data from xml file created by xsl","<xml><xslt><vbscript>","1","2","","",""
"710049","1","711261","","2009-04-02 14:56:18","","0","393","<p>I'm creating a mailing list manager using rails.</p>

<p>I've toyed with the idea of generating my own database; one contact will have many details (phone numbers, emails, addresses etc).</p>

<p>But this got me thinking about how others would have done it, and then why not store contacts as vCards in the database. Plus, there's even a gem that helps with that: <a href=""http://vpim.rubyforge.org/"" rel=""nofollow noreferrer"">VPIM</a>.</p>

<p>However, there may be certain pitfalls, especially with rails. It might result in additional code to handle forms, since VPIM vCards are not ActiveRecord objects and it isn't very rails like.</p>

<p>What I would like to know is what would be an elegant solution to storing contacts in a rails application? Roll your own or what?</p>
","6291","Jaryl","","","","2009-04-02 19:35:46","Using VPIM and storing contacts","<ruby-on-rails><contacts>","1","0","","",""
"710051","1","710083","","2009-04-02 14:56:33","","3","3953","<p>We installed Service Pack 3 for SQL Server 2005 Standard Edition (64-bit). In the Add or Remove Programs menu we have the following entries under <em>Microsoft SQL Server 2005 (64-bit)</em>:</p>

<ul>
<li>Service Pack 3 for SQL Server Integration Services 64-bit) ENU (KB955706)</li>
<li>Service Pack 3 for SQL Server Notification Services 2005 (64-bit) ENU (KB955706)</li>
<li>Service Pack 3 for SQL Server Database Services 2005 (64-bit) ENU (KB955706)</li>
<li>Service Pack 3 for SQL Server Tools and Workstation Components 2005 (64-bit) ENU (KB955706)</li>
</ul>

<p>But when I run the following query on the server:</p>

<pre><code>select @@version
</code></pre>

<p>I get this result:</p>

<p>Microsoft SQL Server 2005 - 9.00.4035.00 (X64)<br>
Nov 24 2008 16:17:31<br>
Copyright (c) 1988-2005 Microsoft Corporation<br>
Standard Edition (64-bit) on Windows NT 5.2 (Build 3790: Service Pack 2)</p>

<p>Why does it not display that it is running Service Pack 3?</p>
","71933","Blegger","","","","2010-07-21 18:50:53","Installed Service Pack 3 for SQL Server 2005 but it does not show up when selecting @@version","<sql-server><sql-server-2005>","2","0","","",""
"710057","1","","","2009-04-02 14:57:56","","2","441","<p>I am trying to create a CLR UDF that takes in a string value seperated like ""Mike|John|Smith"". In the UDF I parse out the values and return them in a DataTable. The C# code builds fine and I can create the assembly in SQL pointing to the DLL without a problem. </p>

<p>Problem comes in when I am trying, according to this source, to tell SQL Server how to match up a Transact SQL request with a CLR function. <a href=""http://www.setfocus.com/technicalarticles/clrfunctionforsqlserver_2.aspx"" rel=""nofollow noreferrer"">http://www.setfocus.com/technicalarticles/clrfunctionforsqlserver_2.aspx</a></p>

<p>or if I even have to do that? Basically I want to take in a string, parse out the seperated values and put them in a DB Table with 3 different columns, FN, MN, LN. using a CLR UDF. </p>
","","Daps","577765","","2015-10-16 21:49:21","2015-10-16 21:49:21","CLR SQL Server UDF Question","<sql-server><sqlclr>","1","0","0","",""
"710062","1","712090","","2009-04-02 14:58:14","","2","1309","<p>What's the easiest way to convert these requests:</p>

<pre><code>http://www.example.com/en/
http://www.example.com/en/index.php
</code></pre>

<p>To:</p>

<pre><code>http://www.example.com/index.php?language_id=en
</code></pre>

<p>There's various PHP files, so the rule would also need to map</p>

<pre><code>http://www.example.com/en/anyfile.php
</code></pre>

<p>To:</p>

<pre><code>http://www.example.com/anyfile.php?language_id=en
</code></pre>

<p>The language ID can be any two letter code (it's checked within the PHP script, to ensure it's valid).</p>

<p>Presumably, I'll need to use .htaccess, and any advice on how to implement the above would be greatly appreciated.  Thanks.</p>

<p><strong>Update</strong></p>

<p>The following worked for me.</p>

<pre><code>&lt;IfModule mod_rewrite.c&gt;
  RewriteEngine On
  RewriteBase /
  RewriteCond %{REQUEST_FILENAME} !-f
  RewriteCond %{REQUEST_FILENAME} !-d
  RewriteRule ([a-z]+)/(css|js|images)/(.+) /$2/$3 [L]
  RewriteRule ([a-z]+)/(.+).php /$2.php?language_id=$1 [QSA,L]
  RewriteRule ([a-z]+)/$ /index.php?language_id=$1 [QSA,L]
&lt;/IfModule&gt;
</code></pre>

<p>This also re-routes requests to the css, js, and images folders back to the root folder.  It also works if no filename is entered, automatically redirecting to index.php.</p>
","775","Mun","775","Mun","2009-04-03 00:41:51","2010-09-13 14:13:01","Using mod_rewrite to convert folders to querystring","<php><.htaccess><mod-rewrite>","4","0","1","",""
"710064","1","","","2009-04-02 14:58:35","","21","143534","<p>Does C# allow you to add a String to a RowHeader in a DataGridView? If so, how is it accomplished?</p>

<p>I'm writing a Windows Form to displayed Customer Payment Data for the year so far.</p>

<p>The ColumnHeaders display January, February, March, etc... and rather than have a blank column with DateTime.Now.Year I would like to put it in the RowHeader to make it stand out from the actual payment data.</p>
","85603","Bailz","77914","Bailz","2009-11-19 20:23:13","2015-12-02 09:25:25","Adding Text to DataGridView Row Header","<c#><.net><winforms><datagridview>","12","2","2","",""
"710065","1","710769","","2009-04-02 14:58:45","","1","3329","<p>I have a generic class that I am using Reflection to pull out the properties of the type of the generic and looking for an attribute.  I am recursing into each property to do the same for each of their properties.  My issue is when I come to some sort of collection property (property that is a collection) or ICollection property.  I will not be able to cast the value returned from GetValue into a specific type (tried to cast into IEnumerable but does not work for generic IEnumerables).</p>

<p>Here is some code to help understand a little more:</p>

<pre><code> public class NotificationMessageProcessor&lt;T&gt; : INotificationProcessor&lt;T&gt;
    {
          IList&lt;string&gt; availableTags = new List&lt;string&gt;();

          public string ReplaceNotificationTags&lt;T&gt;(string message, T instance)
          {

             LoadTagValues(instance);
             return ReplaceTags(message);

          }

          private string ReplaceTags(string message)
          {
             foreach (KeyValuePair&lt;string, string&gt; tagVal in tagValues)
             {
                 message = message.Replace(string.Format(""&lt;{0}&gt;"", tagVal.Key),     tagVal.Value);
             }
             return message;
          }

          private void LoadTagValues(object val)
          {
              Type elementType = val.GetType();
              PropertyInfo[] typeProperties = elementType.GetProperties();
              foreach (PropertyInfo prop in typeProperties)
              {

                 NotificationTag[] tags =      (NotificationTag[])prop.GetCustomAttributes(typeof(NotificationTag), false);
                if (tags != null &amp;&amp; tags.Length &gt; 0)
                {
                    string tagName = tags[0].TagName;
                    object propValue = prop.GetValue(val, null);
                    string propTypeString = prop.PropertyType.FullName;
                    tagName = prop.ReflectedType.Name + ""."" + tagName;
                    if (propValue != null)
                    {
                      tagValues.Add(tagName, propValue.ToString());
                    }

                    if (propValue != null)
                    {
                       if (!prop.PropertyType.IsPrimitive)
                       {
                         LoadTagValues(propValue);
                       }
                    }
                }
                else
                {
                   if (!prop.PropertyType.IsPrimitive)
                   {
                     object propValue = null;

                        if (prop.GetGetMethod().GetParameters().Count() == 0)
                        {
                            propValue = prop.GetValue(val, null);
                        }
                        else
                        {
                           //have a collection...need to process but do not know how many in collection....
                                propValue = prop.GetValue(val, new object[] { 0 });

                        }
                    if (propValue != null)
                    {
                        LoadTagValues(propValue);
                    }
                }
            }
        }
    }




 NotificationMessageProcessor&lt;User&gt; userProcessor = new NotificationMessageProcessor();
    userProcessor.ReplaceNotificationTags&lt;User&gt;(someMessage, instanceOfUser);
</code></pre>

<p>The User object has the proper attributes</p>
","11907","CSharpAtl","11907","CSharpAtl","2009-04-02 15:39:34","2013-04-19 01:47:33","process items in Generic list/collections with Reflection","<c#><.net><generics><reflection>","4","3","","",""
"710067","1","710143","","2009-04-02 14:59:28","","2","2181","<p>I have my website running at:</p>

<blockquote>
  <p>www.example.com</p>
</blockquote>

<p>I also have this other domain:</p>

<blockquote>
  <p>www.example.net</p>
</blockquote>

<p>Is it possible to point ""www.example.net"" to a subdirectory of ""www.example.com""? For example:</p>

<blockquote>
  <p>www.example.net-> www.example.com/other</p>
</blockquote>

<p>?</p>

<p>It's not just a redirect, I need to serve the pages and see ""www.example.net"" in the user's browser. </p>

<p>What do you think?</p>

<p>We use IIS7 and everything is ASP.NET (aspx pages, ascx controls, etc).</p>
","","AnonUser","3043","","2009-04-02 16:08:10","2009-04-02 16:08:10","Subdomain to point to subdirectory of main site?","<asp.net><iis><dns><subdomain>","3","2","","",""
"710070","1","710094","","2009-04-02 14:59:45","","5","3718","<p>I've read at various websites that Thread.Abort is not very good to use. In this case, how do you implement a timeout pattern? For instance, I've read that MS uses the pattern below (which I've wrapped in an extension method) throughout the framework. Personally, I think this is a pretty cool extension, but I'm worried about the Thread.Abort. Does anyone have a better way?</p>

<pre><code> public static bool CallandWait(this Action action, int timeout)
    {
        Thread subThread = null;
        Action wrappedAction = () =&gt;
        {
            subThread = Thread.CurrentThread;
            action();
        };

        IAsyncResult result = wrappedAction.BeginInvoke(null, null);

        if (((timeout != -1) &amp;&amp; !result.IsCompleted) &amp;&amp; (!result.AsyncWaitHandle.WaitOne(timeout, false) || !result.IsCompleted))
        {
            if (subThread != null)
            {
                subThread.Abort();
            }

            return false;
        }
        else
        {
            wrappedAction.EndInvoke(result);
            return true;
        }
    }
</code></pre>
","48552","Steve","","","","2013-06-17 16:59:38","Timeout Pattern - How bad is Thread.Abort really?","<c#><multithreading><extension-methods>","3","0","2","",""
"710076","1","710144","","2009-04-02 15:00:24","","12","7606","<p>This question is a follow up to my question about <a href=""https://stackoverflow.com/questions/688784/how-do-i-share-common-web-resources-between-web-applications-in-visual-studio"">sharing resources between web applications</a>, because I have not yet found a good solution.</p>

<p>I have a web application with user controls and resources that are shared by three other web applications.</p>

<pre>
Solution
|
+-CommonControlsWebApp
| +- resources
| |  +- images
| |  +- scripts
| |  +- stylesheets
| +- UserControls
| 
+-WebApp1
| 
+-WebApp2
| 
+-WebApp3
</pre>

<p>This is what I know this far:</p>

<ul>
<li>I can not compile CommonControlsWebApp into a single dll since I am creating user controls. This is only possible with custom server controls, where everything is in the code-behind file. So I need a way to share the ascx files between the four projects.
<li>Copying the files from CommonControlsWebApp into the three other projects does not update their files in the solution explorer. I would have to 'add exting items' all in all three WebApps when a file is added or renamed in CommonControls.
<li>Changing to the Web Site model would remedy this, but I am worried about the compile time for WebApp1-3 if I do this.
<li>'Add as link' does not work for directories.
<li>I could use Subversion to share the files between the projects, but i believe that this would require me to check the files in and out again all the time if I am developing a user control that I have to test through one of the WebApps.
</ul>

<p><strong>Can it really be true that ASP.NET does not have a good solution for this? How are you guys organizing large web applications?</strong></p>

<p>Edit: Thanks a lot for all the answers. I am going to copy my user controls with a build event for now, and then see if we have time to refactor them into server controls.</p>
","37147","Jan Aagaard","-1","Jan Aagaard","2017-05-23 12:24:53","2009-06-11 17:10:24","How do I share user controls between web applications in ASP.NET?","<asp.net><visual-studio-2008><web-applications><user-controls><resources>","7","0","5","",""
"710089","1","710108","","2009-04-02 15:03:09","","129","383635","<p>I'm using ASP.NET, some of my buttons just do redirects.  I'd rather they were ordinary links, but I don't want my users to notice much difference in the appearance.  I considered images wrapped by anchors, i.e.  tags, but I don't want to have to fire up an image editor every time I change the text on a button.</p>
","33264","MatthewMartin","341201","","2012-06-28 12:58:19","2018-10-03 12:01:31","How do I make an html link look like a button?","<css><button>","18","4","35","",""
"710091","1","","","2009-04-02 15:03:58","","2","186","<p>Does anyone know a tool that automatically compares the structure of a database and gives a report of what was changed?  If it can be integrated into a CruiseControl, even better.</p>

<p>By structure I also mean functions and stored procedures. Which is probably not clear at first sight ;-)</p>

<p>The idea was to integrate that into a cruise control server</p>
","86247","Fatboss","86247","Eddie","2009-04-16 16:20:07","2010-03-24 09:38:15","How can I frequently/automatically compare the structure of the same Database?","<database><comparison><cruisecontrol>","6","0","","",""
"710100","1","710146","","2009-04-02 15:05:31","","4","3839","<p>The problem I'm struggling with is as follows:</p>

<p>I have:</p>

<pre><code>{% for field in form %}
    {{ field }}
{% end for %}
</code></pre>

<p>What I want is to put an 'if' statement to exclude a field which .label or whatever is provided. Like:</p>

<pre><code>{% for field in form%}
    {% if field == title %}
    {% else %}
        {{ field }}
    {% endif %}
{% endfor %}
</code></pre>

<p>Is it possible? I have to many fields to write them one by one and only one or two to exclude.</p>

<p>Thank you for any tips.</p>

<p>BR,
Czlowiekwidmo.</p>
","86249","Czlowiekwidmo","","","","2009-04-02 15:52:51","'for' loop through form fields and excluding one of the fields with 'if'","<python><django-templates>","2","0","","",""
"710107","1","713620","","2009-04-02 15:06:44","","4","1387","<p>Can MOSS integrate and get user profiles from multiple Active Directory and/or LDAP stores?</p>

<p>I have seen from <a href=""http://www.oracle.com/technology/products/id_mgmt/ovds/pdf/ovd-sharepoint-wp-v3.pdf"" rel=""nofollow noreferrer"">Integrating Microsoft SharePoint Server With Oracle Virtual Directory</a> that there may be intermediary products that can help with this.</p>

<p>It looks like <a href=""http://www.rohati.com/solutions/microsoft-sharepoint.php"" rel=""nofollow noreferrer"">Rohati</a> has a solution as well, but is the out of the box without third party products?</p>
","74276","Kirk Liemohn","810802","Kirk Liemohn","2013-11-12 15:55:32","2013-11-12 15:55:32","Can MOSS 2007 integrate with multiple LDAP/AD stores?","<sharepoint><active-directory><ldap><moss><ldap-client>","5","0","","",""
"710110","1","710132","","2009-04-02 15:07:08","","2","2287","<p>How can I <code>su</code> from <code>root</code> to <code>db2inst1</code> and invoke a SQL script all in 1 line?  I am thinking about something like this:</p>

<pre><code>su db2inst1 | db2 CONNECT TO myDatabase USER db2inst1 USING mypw; db2 -c -i -w -td@ -f /tmp/deploy/sql/My.sql | exit;
</code></pre>

<p>Any ideas?</p>
","76029","","57752","Eddie","2009-04-02 22:29:35","2009-04-02 22:45:27","How can I su from root to db2inst1 and invoke a SQL script, in one line?","<unix><db2><sql-scripts><su>","2","0","1","",""
"710116","1","710147","","2009-04-02 15:08:16","","7","10016","<p>I have following classes:</p>

<pre><code>public abstract class CustomerBase
{
    public long CustomerNumber { get; set; }
    public string Name { get; set; }
}

public abstract class CustomerWithChildern&lt;T&gt; : CustomerBase
    where T: CustomerBase
{
    public IList&lt;T&gt; Childern { get; private set; }

    public CustomerWithChildern()
    {
        Childern = new List&lt;T&gt;();
    }
}

public class SalesOffice : CustomerWithChildern&lt;NationalNegotiation&gt;
{
}
</code></pre>

<p>The SalesOffice is just one of few classes which represent different levels of customer hierarchy. Now I need to walk through this hierarchy from some point (CustomerBase). I can't figure out how to implement without using reflection. I'd like to implement something like:</p>

<pre><code>    public void WalkHierarchy(CustomerBase start)
    {
        Print(start.CustomerNumber);
        if (start is CustomerWithChildern&lt;&gt;)
        {
            foreach(ch in start.Childern)
            {
                WalkHierarchy(ch);
            }
        }
    }
</code></pre>

<p>Is there any chance I could get something like this working?</p>

<hr>

<p>The solution based on suggested has-childern interface I implemented:</p>

<pre><code>public interface ICustomerWithChildern
{
    IEnumerable ChildernEnum { get; }
}

public abstract class CustomerWithChildern&lt;T&gt; : CustomerBase, ICustomerWithChildern
    where T: CustomerBase
{
    public IEnumerable ChildernEnum { get { return Childern; } }

    public IList&lt;T&gt; Childern { get; private set; }

    public CustomerWithChildern()
    {
        Childern = new List&lt;T&gt;();
    }
}

    public void WalkHierarchy(CustomerBase start)
    {
        var x = start.CustomerNumber;
        var c = start as ICustomerWithChildern;
        if (c != null)
        {
            foreach(var ch in c.ChildernEnum)
            {
                WalkHierarchy((CustomerBase)ch);
            }
        }
    }
</code></pre>
","77160","Buthrakaur","77160","Buthrakaur","2009-04-03 07:07:38","2009-04-03 07:07:38","c# - cast generic class to its base non-generic class","<c#><generics>","6","0","2","",""
"710121","1","710136","","2009-04-02 15:08:55","","0","425","<p>I'm building a heavily CRUD based ASP.NET website and I've got to the phase of the project where I'm trying to build a search webpage that shows the user different subsets of a certain important table based on parameters they enter such as dates and different text fields.</p>

<p>I can't use a fixed SQL statement, because depending on whether they search by date or by something else, the SQL would be different, so instead I have been generating a results list using a table web control that starts out invisible and then is filled and set to visible once the user identifies a search they want to make. I used a table control because its easy to create and modify in the code behind, and I was able to make the needed calls to the database and populate that table as required.</p>

<p>However, the second thing I need with this search page, is the ability to allow the user to select a record from the results and then go edit it using the rest of the CRUD based pages on the site. To do that, I created asp:buttons in the table and gave them all different ids and the same event handler. But since I created the buttons dynamically, it seems the event disappears on callback and my scheme fails, so I'm taking a second look at how to do this.</p>

<p>My current code for the events looks like:</p>

<pre><code> tempcell = new TableCell();
 Button tempbutton = new Button();
 tempbutton.Text = ""Go"";
 tempbutton.ID = ""gobutton"" + rowN;
 tempbutton.Visible = true;
 tempbutton.Click += new EventHandler(tempbutton_Click);
 tempcell.Controls.Add(tempbutton);
 temprow.Cells.Add(tempcell);
</code></pre>

<p>My results table is declared like this:</p>

<pre><code>&lt;asp:Table ID=""ResultTable"" visible=""false"" runat=""server"" 
GridLines=""Both"" CellSpacing=""8""&gt;
&lt;/asp:Table&gt;
</code></pre>

<p>I'd like to be able to identify which record the user selected, so I can send that info on to another page. And of course, I still need to be able to generate results for several different search criteria. Currently I have date, template and code based searches that lead to different stored procedures and different parameters based on what the user has entered.</p>

<p>Any suggestions on this? It seems like the data grids and repeaters require SQL statements in advance to work properly, so I'm not sure how to use them, but if I could then the item command approach would work with the buttons.</p>
","26140","Tony Peterson","","","","2009-04-02 15:11:34","What is the best approach for this CRUD search page in ASP.NET","<asp.net><dynamic><crud>","1","1","","",""
